col1,col2
po00092800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4d51a557242700000b4
po00095100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4df1a557242700000b5
po00095200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4e91a557242700000b6
po00097500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4fa1a557242700000b8
po00097600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5011a557242700000b9
po00097700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5081a557242700000ba
po00097800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5121a557242700000bb
po00098000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5161a557242700000bc
po00098200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d51f1a557242700000bd
po00098500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5291a557242700000be
po00099100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5311a557242700000bf
po00099200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5391a557242700000c0
po00100000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5411a557242700000c1
po00121700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5491a557242700000c2
po00123400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5501a557242700000c3
po00125900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d55b1a557242700000c4
po00126300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5621a557242700000c5
po00128000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5691a557242700000c6
po00128500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5731a557242700000c7
po00128800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d57b1a557242700000c8
po00131600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5841a557242700000c9
po00131700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d58d1a557242700000ca
po00131800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5981a557242700000cb
po00132100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5a11a557242700000cc
po00132300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5aa1a557242700000cd
po00132400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5b11a557242700000ce
po00132500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5bb1a557242700000cf
po00132600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5c51a557242700000d0
po00132800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5ce1a557242700000d1
po00132900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5d71a557242700000d2
po00133200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5e01a557242700000d3
po00133300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5e91a557242700000d4
po00133400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5f21a557242700000d5
po00133600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d5fb1a557242700000d6
po00133700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6041a557242700000d7
po00133800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d60d1a557242700000d8
po00133900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6161a557242700000d9
po00134000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d61f1a557242700000da
po00134100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6281a557242700000db
po00134200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6311a557242700000dc
po00134300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d63a1a557242700000dd
po00134400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6431a557242700000de
po00134600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d64b1a557242700000df
po00134900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6541a557242700000e0
po00135000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d65a1a557242700000e1
po00135100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6611a557242700000e2
po00135300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d66a1a557242700000e3
po00135400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6721a557242700000e4
po00135500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d67b1a557242700000e5
po00135600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6841a557242700000e6
po00135700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d68c1a557242700000e7
po00135800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6951a557242700000e8
po00137700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d69f1a557242700000e9
po00138400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6a81a557242700000ea
po00149400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6b11a557242700000eb
po00150800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6b91a557242700000ec
po00151400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6c31a557242700000ed
po00152600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6cb1a557242700000ee
po00154500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6d51a557242700000ef
po00155100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6df1a557242700000f0
po00155500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6e51a557242700000f1
po00155700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6ee1a557242700000f2
po00155900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6f71a557242700000f3
po00156000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d6ff1a557242700000f4
po00156100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7091a557242700000f5
po00156400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d70f1a557242700000f6
po00156600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7161a557242700000f7
po00156800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7211a557242700000f8
po00157100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7271a557242700000f9
po00157500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7301a557242700000fa
po00157700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d73a1a557242700000fb
po00158100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7431a557242700000fc
po00158300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d74d1a557242700000fd
po00158500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7561a557242700000fe
po00158700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d75a1a557242700000ff
po00159400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7631a55724270000100
po00159500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d76a1a55724270000101
po00159700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7741a55724270000102
po00159900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d77d1a55724270000103
po00160000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7841a55724270000104
po00161300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d78c1a55724270000105
po00166100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7951a55724270000106
po00166200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d79e1a55724270000107
po00166400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7a71a55724270000108
po00166500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7ad1a55724270000109
po00166700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7b41a5572427000010a
po00166800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7bb1a5572427000010b
po00166900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7c21a5572427000010c
po00167200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7c81a5572427000010d
po00167600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7cf1a5572427000010e
po00167700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7d51a5572427000010f
po00167800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7dc1a55724270000110
po00167900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7e21a55724270000111
po00168300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d7eb1a55724270000112
po00170700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d8021a55724270000115
po00175700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d8081a55724270000116
po00185500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d80f1a55724270000117
po00185600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d8151a55724270000118
po00185800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d81b1a55724270000119
po00186100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d8211a5572427000011a
po00186200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d8281a5572427000011b
